0	0.000024
10	-1.16667E-05
20	2.13333E-05
30	0.000066
40	-6.76667E-05
50	-9.03333E-05
60	0.000075
70	0.000233667
80	0.000324667
90	0.000143
100	8.43333E-05
110	0.000111667
120	0.000057
130	-0.000149
140	-0.000243333
150	-0.000328
160	-0.000163
170	0.000211333
180	0.000574
190	0.00069
200	0.000623
210	0.000397
220	0.000301333
230	0.000765333
240	0.002166
250	0.00457
260	0.01237
270	0.03242
280	0.040309333
290	0.018050333
300	0.010655
310	0.005606
320	0.003332667
330	0.000466
340	0.000744667
350	0.000555333
360	0.000675
370	0.000519667
380	0.000605
390	0.000773
400	0.000960667
410	0.001043
420	0.00081
430	0.001081
440	0.001226667
450	0.001234
460	0.001321
470	0.001166333
480	0.001054
490	0.000896
500	0.001024667
510	0.001272
520	0.001207
530	0.001307333
540	0.001434
550	0.001476667
560	0.001555
570	0.001498
580	0.001545333
590	0.001889667
600	0.00191
610	0.001684
620	0.001412
630	0.001269
640	0.001077333
650	0.000808
660	0.000444
670	0.000007
680	-0.000346667
690	-0.000424
700	-0.000367
710	-0.00031
720	-0.000192
730	-2.56667E-05
740	7.83333E-05
750	0.000173
760	0.000192667
770	0.000074
780	-0.000005
790	-0.000118333
800	-0.000335
810	-0.000559
820	-0.000643667
830	-0.000698667
840	-0.001024
850	-0.001753667
860	-0.002447333
870	-0.002669
880	-0.002064
890	-0.002478
900	-0.002609
910	-0.002733333
920	-0.002021667
930	-0.001064
940	0.000234
950	0.001743333
960	0.003549
970	0.00475
980	0.006055333
990	0.004918
1000	0.004290667
1010	0.003958
1020	0.003061
1030	0.001792
1040	0.001072
1050	-0.000314
1060	-0.002452
1070	-0.002665667
1080	-0.002002
1090	-0.001633333
1100	-0.001453667
1110	-0.001527
1120	-0.001441333
1130	-0.001281667
1140	-0.000958
1150	-0.000786333
1160	-0.00063
1170	-0.000408
1180	-0.000346333
1190	-0.000261333
1200	-0.000154
1210	-0.000126
1220	-0.000091
1230	-0.000029
1240	0.000158
1250	0.000302667
1260	0.000422
1270	0.000544
1280	0.000679667
1290	0.000873
1300	0.001100333
1310	0.001444667
1320	0.00183
